,SR,SR_log10,cost
0,0.90666651613,-0.0425524227928,554.34713316
1,0.90666651613,-0.0425524227928,502.688969851
2,0.90666651613,-0.0425524227928,444.879175901
3,0.90666651613,-0.0425524227928,366.7742939
4,0.90666651613,-0.0425524227928,329.533004999
5,0.90666651613,-0.0425524227928,254.807387829
6,0.90666651613,-0.0425524227928,172.76830101
7,0.90666651613,-0.0425524227928,124.233151197
8,0.903010464448,-0.0443072168783,41.7411439419
