,Capital,Std,Value
0,3409.028177022934,0.0,0.6087890625
1,2189.391086101532,0.0,0.5943359375
2,2104.3436419963837,0.0,0.6015625
3,1741.9621748924255,0.0,0.61015625
4,955.0602259635925,0.0,0.5951171875
