,Capital,Std,Value
0,2799.7249808311462,0.0,0.5890625
1,2237.272789001465,0.0,0.60546875
2,1892.71249294281,0.0,0.58515625
3,1530.8251640796661,0.0,0.6099609375
4,983.2128920555115,0.0,0.6060546875
